id,label,type
749,"Wasburn, Mara H.",author_NA
750,"Whitney, Telle",author_NA
751," Taylor, Valerie",author_NA
752,"Godbole, Rohini M.",author_NA
753,"Joseph, Joretta",author_NA
754,"Whalen, Donald F.",author_NA
755," Shelley, II, Mack C.",author_NA
756,"Rice, Delores",author_NA
757," Alfred, Mary",author_NA
758,"Franchetti, Matthew",author_NA
759," Ravn, Tina",author_NA
760," Kuntz, Vickie",author_NA
761,"Gruenbacher, Don M.",author_NA
762," Natarajan, Balasubramaniam",author_NA
763," Pahwa, Anil",author_NA
764," Scoglio, Caterina",author_NA
765," Lewis, Chris",author_NA
766," Muguira, Maritza",author_NA
767,"Bloor, Ann",author_NA
768," Krenitsky, Loretta",author_NA
769," Wellenstein, Mary Jo",author_NA
770,"Crawford, Delois K.",author_NA
771,"Dahle, R.",author_NA
772," Eagleston, K.",author_NA
773," Jockers, L.",author_NA
774,"Claiborn, Lindsay",author_NA
775," Xu, Huan",author_NA
776,"Lopez-Gonzalez, Monica",author_NA
777,"Matheus, Carolyn C.",author_NA
778," Quinn, Elizabeth",author_NA
779," Scott, A.",author_NA
780," Wilson, K.",author_NA
781,"Baird, Chardie L.",author_NA
782,"Zhu, Xiaorui",author_NA
783,"Sobel, Melissa",author_NA
784," Gilmartin, Jessica",author_NA
785," Sankar, Pooja",author_NA
786,"Kamberi, Shahnaz",author_NA
787,"Randall, Ian",author_NA
788,"Tunnicliffe, Helen",author_NA
789,"Kersey, Elizabeth",author_NA
790,"Otondo, Robert F.",author_NA
791," Pearson, Rodney A.",author_NA
792," Jones, Bryan",author_NA
793," Bott, Gregory J.",author_NA
794," Reese, Donna",author_NA
795," Hodges, Julia",author_NA
796," Ndicu, Martin J.",author_NA
797,"Milgram, Donna",author_NA
798,"Lewis, Jaime D.",author_NA
799," Fane, Kathleen E.",author_NA
800," Ingraham, Angela M.",author_NA
801," Khan, Ayesha",author_NA
802," Mills, Anne M.",author_NA
803," Pitt, Susan C.",author_NA
804," Ramo, Danielle",author_NA
805," Wu, Roseann I.",author_NA
806," Pollart, Susan M.",author_NA
807,"Veinot, Tiffany C.",author_NA
808," Meadowbrooke, Chrysta C.",author_NA
809," Loveluck, Jimena",author_NA
810," Hickok, Andrew",author_NA
811," Bauermeister, Jose A.",author_NA
812,"Turner, Trudy R.",author_NA
813," Bernstein, Robin M.",author_NA
814," Taylor, Andrea B.",author_NA
815," Asangba, Abigail",author_NA
816," Bekelman, Traci",author_NA
817," Cramer, Jennifer D.",author_NA
818," Elton, Sarah",author_NA
819," Harvati, Katerina",author_NA
820," Williams-Hatala, Erin M.",author_NA
821," Kauffman, Laurie",author_NA
822," Middleton, Emily",author_NA
823," Richtsmeier, Joan",author_NA
824," Szathmary, Emoke",author_NA
825," Torres-Rouff, Christina",author_NA
826," Thayer, Zaneta",author_NA
827," Villasenor, Amelia",author_NA
828," Vogel, Erin",author_NA
829,"Schaefer, Mary C.",author_NA
830,"Dugan, John P.",author_NA
831," Fath, Kimberly Q.",author_NA
832," Howes, Shannon D.",author_NA
833," Lavelle, Kathryn R.",author_NA
834," Polanin, Joshua R.",author_NA
835," Smith, Janet M.",author_NA
836," Ko, Lily T.",author_NA
837,"Carpi, Anthony",author_NA
838," Ronan, Darcy M.",author_NA
839," Falconer, Heather M.",author_NA
840," Lents, Nathan H.",author_NA
841,"Simon, Richard M.",author_NA
842," Wagner, Ashley",author_NA
843," Killion, Brooke",author_NA
844,"Wilson, Rachel E.",author_NA
845," Kittleson, Julie",author_NA
846,"Means, Barbara",author_NA
847," Wang, Haiwen",author_NA
848," Young, Viki",author_NA
849," Peters, Vanessa L.",author_NA
850," Lynch, Sharon J.",author_NA
851,"Morton, Terrell R.",author_NA
852," Parsons, Eileen C.",author_NA
853,"Morales, Danielle X.",author_NA
854," Grineski, Sara E.",author_NA
855," Collins, Timothy W.",author_NA
856,"Patall, Erika A.",author_NA
857," Steingut, Rebecca R.",author_NA
858," Freeman, Jen L.",author_NA
859," Pituch, Keenan A.",author_NA
860," Vasquez, Ariana C.",author_NA
861,"Maltese, Adam V.",author_NA
862,"Cannady, Matthew A.",author_NA
863," Greenwald, Eric",author_NA
864," Harris, Kimberly N.",author_NA
865,"Sadler, Philip M.",author_NA
866," Hazari, Zahra",author_NA
867," Tai, Robert",author_NA
868," Melki, Christina S.",author_NA
869," Wiebke, Heidi L.",author_NA
870,"Von Thaden, Terry L.",author_NA
871,"Beekman, John A.",author_NA
872," Ober, David",author_NA
873,"Redmond-Sanogo, Adrienne",author_NA
874," Angle, Julie",author_NA
875," Davis, Evan",author_NA
876,"Skolnik, Julia",author_NA
877,"Baker, Kelly J.",author_NA
878,"Mutahi, Teresa",author_NA
879,"Santovec, Mary Lou",author_NA
880,"Starobin, Soko S.",author_NA
881," Bivens, Glennda M.",author_NA
882,"Mack, Kelly",author_NA
883," Rankins, Claudia",author_NA
884," Woodson, Kamilah",author_NA
885,"Ruiz, Elsa C.",author_NA
886,"Dawson, Amy E.",author_NA
887," Bernstein, Bianca L.",author_NA
888," Bekki, Jennifer M.",author_NA
889," Starobin, Soko S.",author_NA
890," Laanan, Frankie S.",author_NA
891,"Gayles, Joy G.",author_NA
892," Ampaw, Frim D.",author_NA
893,"Inkelas, Karen K.",author_NA
894,"Shapiro, Casey A.",author_NA
895," Sax, Linda J.",author_NA
896,"Nassar-McMillan, Sylvia",author_NA
897," Wyer, Mary",author_NA
898," Oliver-Hoyo, Maria",author_NA
899," Schneider, Jennifer",author_NA
900,"Johnson, Dawn R.",author_NA
901,"Linley, Jodi L.",author_NA
902," George-Jackson, Casey",author_NA
903,"Gnilka, Philip B.",author_NA
904," Novakovic, Alexandra",author_NA
905,"Blair, Elizabeth E.",author_NA
906," Miller, Rebecca B.",author_NA
907," Zastavker, Yevgeniya V.",author_NA
908,"Brawner, Catherine E.",author_NA
909," Camacho, Michelle M.",author_NA
910," Lord, Susan M.",author_NA
911," Long, Russell A.",author_NA
912," Ohland, Matthew W.",author_NA
913,"Brand, Brenda",author_NA
914," Kasarda, Mary",author_NA
915,"Thornbush, Mary",author_NA
916,"Smith, Kathleen N.",author_NA
917," Gayles, Joy G.",author_NA
918,"Sarathchandra, Dilshani",author_NA
919," Haltinner, Kristin",author_NA
920," Lichtenberg, Nicole",author_NA
921," Tracy, Hailee",author_NA
922," Smith, Kristin",author_NA
923,"Cabay, Marilyn.",author_NA
924," Rivers, Melissa",author_NA
925," Fabert, Natalie",author_NA
926,"Misra, Joya",author_NA
927," Smith-Doerr, Laurel",author_NA
928," Weaver, Gabriela",author_NA
929," Normanly, Jennifer",author_NA
930,"Verdin, Dina",author_NA
931," Kirn, Adam",author_NA
932," Benson, Lisa",author_NA
933," Potvin, Geoff",author_NA
934,"Ma, Yingyi",author_NA
935," Liu, Yan",author_NA
936,"Shauman, Kimberlee A.",author_NA
937,"Lopez, Cristina M.",author_NA
938," Margherio, Cara",author_NA
939," Abraham-Hilaire, Latecia M.",author_NA
940," Feghali-Bostwick, Carol",author_NA
941,"Blair-Loy, Mary",author_NA
942," Rogers, Laura E.",author_NA
943," Glaser, Daniela",author_NA
944," Wong, Y. L. Anne",author_NA
945," Abraham, Danielle",author_NA
946," Cosman, Pamela C.",author_NA
947,"Weisgram, Erika S.",author_NA
948,"Banchefsky, Sarah M.",author_NA
949,"Thébaud, Sarah",author_NA
950," Charles, Maria",author_NA
951,"Garr-Schultz, Alexandra",author_NA
952," Gardner, Wendi L.",author_NA
953,"Dresden, Brooke E.",author_NA
954," Dresden, Alexander Y.",author_NA
955," Ridge, Robert D.",author_NA
956,"Sanabria, Tanya",author_NA
957," Penner, Andrew",author_NA
958,"Edge, W. Daniel",author_NA
959,"D'Inverno, Ashley S.",author_NA
960," Kearns, Megan C.",author_NA
961," Reidy, Dennis E.",author_NA
962,"Villablanca, Amparo C.",author_NA
963," Beckett, Laurel",author_NA
964," Nettiksimmons, Jasmine",author_NA
965," Howell, Lydia P.",author_NA
966,"Han, Siqi",author_NA
967," Tumin, Dmitry",author_NA
968," Qian, Zhenchao",author_NA
969,"Sheltzer, Jason M.",author_NA
970," Smith, Joan C.",author_NA
971,"Dennehy, Tara C.",author_NA
972,"Dasgupta, Nilanja",author_NA
973," Scircle, Melissa McManus",author_NA
974,"Reuben, Ernesto",author_NA
975," Sapienza, Paola",author_NA
976," Zingales, Luigi",author_NA
977,"Williams, Wendy M.",author_NA
978,"Handley, Ian M.",author_NA
979," Moss-Racusin, Corinne A.",author_NA
980,"Moss, Justin Q.",author_NA
981,"Hazari, Zahra",author_NA
982," Sadler, Philip M.",author_NA
983,"Metcalf, Heather",author_NA
984,"Parson, Laura",author_NA
985,"Mancl, Karen",author_NA
986," Lee, Katrina",author_NA
987,"Geber, Hilary",author_NA
988," Roughneen, Caroline",author_NA
989,"Adamo, Shelley A.",author_NA
990,"Kern, Christel C.",author_NA
991," Kenefic, Laura S.",author_NA
992," Stout, Susan L.",author_NA
993,"Ballen, Cissy J.",author_NA
994," Aguillon, Stephanie M.",author_NA
995," Brunelli, Rebecca",author_NA
996," Drake, Abby Grace",author_NA
997," Wassenberg, Deena",author_NA
998," Weiss, Stacey L.",author_NA
999," Zamudio, Kelly R.",author_NA
1000," Cotner, Sehoya",author_NA
1001," Stoop, Chatanika",author_NA
1002," Young, Micaela",author_NA
1003," Held, Suzanne",author_NA
1004," Zale, Alexander V.",author_NA
1005," Potvin, Martha A.",author_NA
1006,"McDaniel, Anne",author_NA
1007,"Adamowicz, Elizabeth M.",author_NA
1008,"Beyer, Sylvia",author_NA
1009,"Carrell, Scott E.",author_NA
1010," Page, Marianne E.",author_NA
1011," West, James E.",author_NA
1012," Bowman, Lauren",author_NA
1013,"Forbes, Chad E.",author_NA
1014," Amey, Rachel",author_NA
1015," Magerman, Adam B.",author_NA
1016," Duran, Kelly",author_NA
1017," Liu, Menting",author_NA
1018,"Lincoln, Anne E.",author_NA
1019,"Glass, Jennifer L.",author_NA
1020," Sassler, Sharon",author_NA
1021,"Cech, Erin A.",author_NA
1022," Blair-Loy, Mary",author_NA
1023,"Flores, Glenda M.",author_NA
1024,"Mulvey, Kelly Lynn",author_NA
1025," Irvin, Matthew J.",author_NA
1026,"Wyss, Vanessa L.",author_NA
1027,"Price, C. Aaron",author_NA
1028," Kares, F",author_NA
1029," Segovia, Gloria",author_NA
1030," Loyd, Aerika B.",author_NA
1031,"Herrmann, Sarah D.",author_NA
1032," Adelman, Robert M.",author_NA
1033," Bodford, Jessica E.",author_NA
1034," Graudejus, Oliver",author_NA
1035," Okun, Morris A.",author_NA
1036," Kwan, Virginia S. Y.",author_NA
1037,"Drury, Benjamin J.",author_NA
1038," Siy, John O.",author_NA
1039,"Zeng, Xiao Han T.",author_NA
1040," Duch, Jordi",author_NA
1041," Sales-Pardo, Marta",author_NA
1042," Moreira, João A. G.",author_NA
1043," Radicchi, Filippo",author_NA
1044," Ribeiro, Haroldo V.",author_NA
1045," Woodruff, Teresa K.",author_NA
1046," Amaral, Luís A. Nunes",author_NA
1047,"Berman, Francine D.",author_NA
1048," Bourne, Philip E.",author_NA
1049,"Bonham, Kevin S.",author_NA
1050," Stefan, Melanie I.",author_NA
1051,"Gibbs, Jr, Kenneth D.",author_NA
1052," McGready, John",author_NA
1053," Bennett, Jessica C.",author_NA
1054," Griffin, Kimberly",author_NA
1055," Salehi, Shima",author_NA
1056,"Grunspan, Daniel Z.",author_NA
1057," Eddy, Sarah L.",author_NA
1058," Wiggins, Benjamin L.",author_NA
1059," Crowe, Alison J.",author_NA
1060," Goodreau, Steven M.",author_NA
1061," Bloodhart, Brittany",author_NA
1062," Barnes, Rebecca T.",author_NA
1063," Adams, Amanda S.",author_NA
1064," Clinton, Sandra M.",author_NA
1065," Pollack, Ilana",author_NA
1066," Godfrey, Elaine",author_NA
1067," Burt, Melissa",author_NA
1068," Fischer, Emily V.",author_NA
1069,"Gumpertz, Marcia",author_NA
1070," Durodoye, Raifu",author_NA
1071," Griffith, Emily",author_NA
1072," Wilson, Alyson",author_NA
1073,"Conti, Annamaria",author_NA
1074," Visentin, Fabiana",author_NA
1075,"Sullivan, Lauren L.",author_NA
1076," Ballen, Cissy J.",author_NA
1077,"Cooper, Katelyn M.",author_NA
1078," Hendrix, Taija",author_NA
1079," Stephens, Michelle D.",author_NA
1080," Cala, Jaqueline M.",author_NA
1081," Mahrer, Kali",author_NA
1082," Krieg, Anna",author_NA
1083," Agloro, Ashley C. M.",author_NA
1084," Badini, Giovani V.",author_NA
1085," Barnes, M. Elizabeth",author_NA
1086," Eledge, Bradley",author_NA
1087," Jones, Roxann",author_NA
1088," Lemon, Edmond C.",author_NA
1089," Massimo, Nicholas C.",author_NA
1090," Martin, Annette",author_NA
1091," Ruberto, Thomas",author_NA
1092," Simonson, Kailey",author_NA
1093," Webb, Emily A.",author_NA
1094," Weaver, Joseph",author_NA
1095," Zheng, Yi.",author_NA
1096,"Ellis, Jessica",author_NA
1097," Fosdick, Bailey K.",author_NA
1098," Rasmussen, Chris",author_NA
1099,"Carter, Alecia J.",author_NA
1100," Croft, Alyssa",author_NA
1101," Lukas, Dieter",author_NA
1102," Sandstrom, Gillian M.",author_NA
1103,"Stanich, Cynthia A.",author_NA
1104," Pelch, Michael A.",author_NA
1105," Theobald, Elli J.",author_NA
1106," Freeman, Scott",author_NA
1107,"Laursen, Sandra L.",author_NA
1108," Austin, Ann E.",author_NA
1109," Soto, Melissa",author_NA
1110," Martinez, Dalinda",author_NA
1111,"Goltz, Sonia M.",author_NA
1112," Hietapelto, Amy",author_NA
1113,"Tsui, Ming",author_NA
1114," Xu, Xiao-ying",author_NA
1115," Venator, Edmond",author_NA
1116," Wang, Yan",author_NA
1117,"McGee, Ebony O.",author_NA
1118," Bentley, Lydia",author_NA
1119,"Lester, Jaime",author_NA
1120," Yamanaka, Aoi",author_NA
1121," Struthers, Brice",author_NA
1122," Senas, Arleen J.",author_NA
1123,"Jorstad, John",author_NA
1124," Chen, Yu (April)",author_NA
1125," Kollasch, Aurelia",author_NA
1126,"Wickersham, Kelly",author_NA
1127," Wang, Xueli",author_NA
1128,"Case, Susan S.",author_NA
1129," Richley, Bonnie A.",author_NA
1130,"Sheard, Judy",author_NA
1131," Carbone, Angela",author_NA
1132," Hurst, Angas J.",author_NA
1133,"Lehman, Kathleen J.",author_NA
1134," Zimmerman, Hilary B.",author_NA
1135,"McPherson, Erin",author_NA
1136," Banchefsky, Sarah",author_NA
1137,"Heybach, Jessica",author_NA
1138," Pickup, Austin",author_NA
1139,"McLoughlin, Lisa A.",author_NA
1140,"Min, Pyong Gap",author_NA
1141," Jang, Sou Hyun",author_NA
1142,"Mattsson, Tina",author_NA
1143,"Guest, Carly J.",author_NA
1144,"Kelley, Margaret S.",author_NA
1145," Bryan, Kimberly K.",author_NA
1146,"Bear, Julia B.",author_NA
1147," Woolley, Anita W.",author_NA
1148,"Banda, Rosa M.",author_NA
1149," Flowers, Alonzo M.",author_NA
1150,"Piatek-Jimenez, Katrina",author_NA
1151," Cribbs, Jennifer",author_NA
1152," Gill, Nicole",author_NA
1153,"Young, Anna M.",author_NA
1154," Wendel, Paul J.",author_NA
1155," Esson, Joan M.",author_NA
1156," Plank, Kathryn M.",author_NA
1157,"Adamuti-Trache, Maria",author_NA
1158," Sweet, Robert",author_NA
1159,"Dorph, Rena",author_NA
1160," Bathgate, Meghan E.",author_NA
1161," Schunn, Christian D.",author_NA
1162," Cannady, Matthew A.",author_NA
1163,"Herman, Clem",author_NA
1164,"Buschor, Christine B.",author_NA
1165," Berweger, Simone",author_NA
1166, Frei,author_NA
1167," Keck, Andrea",author_NA
1168," Kappler, Christa",author_NA
1169,"Pedersen, Daphne E.",author_NA
1170," Jacobs, Jerry A.",author_NA
1171," Kanny, M. Allison",author_NA
1172," Monje-Paulson, Laura",author_NA
1173,"Perez-Felkner, Laura",author_NA
1174," Hopkins, Jordan",author_NA
1175," D'Sa, Mitchell",author_NA
1176,"Hart, Jeni",author_NA
1177,"Chen, P. Daniel",author_NA
1178," Simpson, Patricia A.",author_NA
1179,"Xu, Yonghong J.",author_NA
1180,"Soldner, Matthew",author_NA
1181," Rowan-Kenyon, Heather",author_NA
1182," Inkelas, Karen Kurotsuchi",author_NA
1183," Garvey, Jason",author_NA
1184," Robbins, Claire",author_NA
1185," Ampaw, Frim",author_NA
1186,"Sayman, Donna M.",author_NA
1187,"Gonzalez Ramos, Ana M.",author_NA
1188,"Allen, Carrie D.",author_NA
1189," Eisenhart, Margaret",author_NA
1190,"Dortch, Deniece",author_NA
1191," Patel, Chirag",author_NA
1192," Ozaki, C. Casey",author_NA
1193,"Goldman, Emily G.",author_NA
1194,"Pascale, Amanda B.",author_NA
1195,"Sarseke, Gulnar",author_NA
1196,"Krook, Mona L.",author_NA
1197,"Okamoto, Karen",author_NA
1198,"Blackburn, Heidi",author_NA
1199,"Beddoes, Kacey",author_NA
1200," Pawley, Alice L.",author_NA
1201,"Smith, Daryl G.",author_NA
1202,"Teo, Tang W.",author_NA
1203,"Crowe, Jessica A.",author_NA
1204," Goldberger, Jessica R.",author_NA
1205,"Leggon, Cheryl B.",author_NA
1206,"Ganley, Colleen M.",author_NA
1207," George, Casey E.",author_NA
1208," Cimpian, Joseph R.",author_NA
1209," Makowski, Martha B.",author_NA
1210,"Archer, Louise",author_NA
1211," Moote, Julie",author_NA
1212," Francis, Becky",author_NA
1213," DeWitt, Jennifer.",author_NA
1214," Yeomans, Lucy",author_NA
1215," King, Barbara",author_NA
1216," Grodsky, Eric",author_NA
1217," Muller, Chandra",author_NA
1218," Rubineau, Brian",author_NA
1219," Silbey, Susan",author_NA
1220," Seron, Caroll",author_NA
1221,"Goulden, Marc",author_NA
1222," Mason, Mary",author_NA
1223," Frasch, Karie",author_NA
1224,"Hagedorn, Linda S.",author_NA
1225," Purnamasari, Agustina V.",author_NA
1226,"Lubienski, Sarah T.",author_NA
1227," Miller, Emily K.",author_NA
1228," Saclarides, Evthokia S.",author_NA
1229," Nelson, Paul A.",author_NA
1230," Zurbriggen, Eileen L.",author_NA
1231," Crosby, Faye J.",author_NA
1232," Chemers, Martin M.",author_NA
1233,"Damaske, Sarah",author_NA
1234,"Rhoton, Laura A.",author_NA
1235,"Fox, Mary Frank",author_NA
1236," Nikiforova, Irina",author_NA
1237,"Heilbronner, Nancy N.",author_NA
1238,"Chen, Jacqueline M.",author_NA
1239," Moons, Wesley G.",author_NA
1240,"Bella, Laura D.",author_NA
1241," Crisp, Richard J.",author_NA
1242,"Cundiff, J.L.",author_NA
1243," Ryuk, S.",author_NA
1244," Cech, K.",author_NA
1245,"Casad, B.J.",author_NA
1246," Oyler, D.L.",author_NA
1247," Sullivan, E.T.",author_NA
1248," McClellan, E.M.",author_NA
1249," Tierney, D.N.",author_NA
1250," Anderson, D.A.",author_NA
1251," Greeley, P.A.",author_NA
1252," Fague, M.A.",author_NA
1253," Flammang, B.J.",author_NA
1254,"Eccles, Jacquelynne S.",author_NA
1255," Wang, Ming-Te",author_NA
1256,"Boyd, Monica",author_NA
1257," Tian, Siyue",author_NA
1258,"Falk, Nikki A.",author_NA
1259," Rottinghaus, Patrick J.",author_NA
1260," Casanova, Tracy N.",author_NA
1261," Borgen, Fred H.",author_NA
1262," Betz, Nancy E.",author_NA
1263,"Iskander, E. Tiffany",author_NA
1264," Gore, Jr, Paul A.",author_NA
1265," Furse, Cynthia",author_NA
1266," Bergerson, Amy",author_NA
1267,"Prime, Dominic R.",author_NA
1268," Wilkins, Kerrie G.",author_NA
1269,"Deemer, Eric D.",author_NA
1270," Mahoney, Kevin T.",author_NA
1271," Ball, Jacqueline H.",author_NA
1272," Santana, Mercedes C.",author_NA
1273,"Blustein, David L.",author_NA
1274," Barnett, Michael",author_NA
1275," Mark, Sheron",author_NA
1276," Depot, Mark",author_NA
1277," Lovering, Meghan",author_NA
1278," Lee, Youjin",author_NA
1279," Hu, Qin",author_NA
1280," Kim, James",author_NA
1281," Backus, Faedra",author_NA
1282," Dillon-Lieberman, Kristin",author_NA
1283," DeBay, Dennis",author_NA
1284,"Reilly, Erin D.",author_NA
1285," Rackley, Kadie R.",author_NA
1286," Awad, Germine H.",author_NA
1287,"Ruud, Collin M.",author_NA
1288," George-Jackson, Casey E.",author_NA
1289," Lubienski, Sarah T.",author_NA
1290,"Dagley, Melissa",author_NA
1291," Georgiopoulos, Michael",author_NA
1292," Reece, Amber",author_NA
1293," Young, Cynthia",author_NA
1294,"Kerr, Barbara A.",author_NA
1295," Multon, Karen D.",author_NA
1296," Syme, Maggie L.",author_NA
1297," Fry, Nancy M.",author_NA
1298," Owens, Rhea",author_NA
1299," Hammond, Marie",author_NA
1300," Robinson-Kurpius, Sharon",author_NA
1301,"Buzzanell, Patrice M.",author_NA
1302," Long, Ziyu",author_NA
1303,"Davison, Mark L.",author_NA
1304," Jew, Gilbert B.",author_NA
1305," Davenport Jr, Ernest C.",author_NA
1306,"Park, Lora E.",author_NA
1307," Young, Ariana F.",author_NA
1308," Troisi, Jordan D.",author_NA
1309," Pinkus, Rebecca T.",author_NA
1310,"Fuesting, Melissa A.",author_NA
1311," Kondrak, Cheryl L.",author_NA
1312," Ward, Deborah E.",author_NA
1313," Streamer, Lindsey",author_NA
1314," Lewis, Karyn L.",author_NA
1315," Hawthorne, Lauren",author_NA
1316," Hodges, Sara D.",author_NA
1317," Belanger, Aimee L.",author_NA
1318,"Eagly, Alice H.",author_NA
1319," Miller, David I.",author_NA
1320," Kenny, Sarah",author_NA
1321,"Stoet, Gijsbert",author_NA
1322," Geary, David C.",author_NA
1323,"Ahlqvist, Sheana",author_NA
1324," Rosenthal, Lisa",author_NA
1325," Kahn, Shulamit",author_NA
1326,"Starr, Christine R.",author_NA
1327,"Moss-Racusin, Corinne A.",author_NA
1328," Molenda, Aneta K.",author_NA
1329," Cramer, Charlotte R.",author_NA
1330,"Settles, Isis H.",author_NA
1331," O’Connor, Rachel C.",author_NA
1332," Yap, Stevie C. Y.",author_NA
1333,Settles Isis H.,author_NA
1334," Cortina, Lilia M.",author_NA
1335," Buchanan, Nicole T. ",author_NA
1336," Miner, Kathi N.",author_NA
1337," Drury, Benjamin J.",author_NA
1338," Vichayapai, Marissa",author_NA
1339,"Lewis, Karyn L.",author_NA
1340," Stout, Jane G.",author_NA
1341," Finkelstein, Noah D.",author_NA
1342," Pollock, Steven J.",author_NA
1343," Miyake, Akira",author_NA
1344," Cohen, Geoff L.",author_NA
1345,"Kuchynka, Sophie L.",author_NA
1346," Salomon, Kristen",author_NA
1347," Bosson, Jennifer K.",author_NA
1348," El-Hout, Mona",author_NA
1349," Kiebel, Elizabeth",author_NA
1350," Cooperman, Claudia",author_NA
1351," Toomey, Ryan",author_NA
1352,"Else-Quest, Nicole M.",author_NA
1353," Mineo, Concetta C.",author_NA
1354," Higgins, Ashley",author_NA
1355," Young, Allison I.",author_NA
1356,"LaCosse, Jennifer",author_NA
1357," Sekaquaptewa, Denise",author_NA
1358," Bennett, Jill",author_NA
1359,"Thoman, Dustin B.",author_NA
1360," Arizaga, Jessica A.",author_NA
1361," Story, Tyler S.",author_NA
1362," Soncuya, Gretchen",author_NA
1363,"McClelland, Sara I.",author_NA
1364," Holland, Kathryn J.",author_NA
1365,"Kim, Ann Y.",author_NA
1366," Sinatra, Gale M.",author_NA
1367," Seyranian, Viviane",author_NA
1368,"Ireland, Danyelle T.",author_NA
1369," Freeman, Kimberly E.",author_NA
1370," Winston-Proctor, Cynthia E.",author_NA
1371," DeLaine, Kendra D.",author_NA
1372," Lowe, Stacey M.",author_NA
1373," Woodson, Kamilah M.",author_NA
1374,"Fogg-Rogers, Laura",author_NA
1375," Sardo, Margarida",author_NA
1376," Boushel, Corra",author_NA
1377,"Gaughan, Monica",author_NA
1378," Melkers, Julia",author_NA
1379," Welch, Erin",author_NA
1380,"Valentino, Lauren",author_NA
1381," Mickelson, Roslyn",author_NA
1382," Kim, Saenam",author_NA
1383,"Holleran, Shannon E.",author_NA
1384," Whitehead, Jessica",author_NA
1385," Schmader, Toni",author_NA
1386," Mehl, Matthias R.",author_NA
1387,"Harnois, Catherine E.",author_NA
1388,"Shepherd, Hana",author_NA
1389," Paluck, Elizabeth L.",author_NA
1390,"Wynn, Alison T.",author_NA
1391," Correll, Shelley J.",author_NA
1392,"Burge, Stephanie W.",author_NA
1393,"Grossman, Jennifer M.",author_NA
1394," Porche, Michelle V.",author_NA
1395,"Seron, Carroll",author_NA
1396,"Jones, Jenny",author_NA
1397,"Fuselier, Linda",author_NA
1398," Jackson, J. Kasi",author_NA
1399,"Cho, Seung-Ho",author_NA
1400," Goodman, Mark",author_NA
1401," Oppenheimer, Bonnie",author_NA
1402," Codling, James",author_NA
1403," Robinson, Thomas",author_NA
1404,"Weeden, Kim A.",author_NA
1405," Thebaud, Sarah",author_NA
1406,"Pena, Kylee",author_NA
1407," Hinsen, Katie",author_NA
1408," Wilbur, Meaghan",author_NA
1409,"Easterly, Debra M.",author_NA
1410," Ricard, Cynthia S.",author_NA
1411,"Hartemink, Alfred E.",author_NA
1412," McBratney, Alex",author_NA
1413," Minasny, Budiman",author_NA
1414,"Brevik, Eric C.",author_NA
1415," Vaughan, Karen L.",author_NA
1416," Parikh, Sanjai J.",author_NA
1417," Dolliver, Holly",author_NA
1418," Lindbo, David",author_NA
1419," Steffan, Joshua J.",author_NA
1420," Weindorf, David C.",author_NA
1421," McDaniel, Paul",author_NA
1422," Mbila, Monday",author_NA
1423," Edinger-Marshall, Susan",author_NA
1424,"Vila-Concejo, Ana",author_NA
1425," Gallop, Shari L.",author_NA
1426," Hamylton, Sarah M.",author_NA
1427," Esteves, Luciana S.",author_NA
1428," Bryan, Karin R.",author_NA
1429," Delgado-Fernandez, Irene",author_NA
1430," Guisado-Pintado, Emilia",author_NA
1431," Joshi, Siddhi",author_NA
1432," Silva, Graziela Miot da",author_NA
1433," Alegria-Arzaburu, Amaia Ruiz de",author_NA
1434," Power, Hannah E.",author_NA
1435," Senechal, Nadia",author_NA
1436," Splinter, Kristen",author_NA
1437,"Osei-Kofi, Nana",author_NA
1438," Torres, Lisette",author_NA
1439,"Thomas, Nicole",author_NA
1440," Bystydzienski, Jill",author_NA
1441," Desai, Anand",author_NA
1442,"Holmes, Maja",author_NA
1443," Jackson, J. Kasi ",author_NA
1444," Stoiko, Rachel",author_NA
1445,"Koch, James V.",author_NA
1446," Zahedi, Ziniya",author_NA
1447,"McGee, Richard",author_NA
1448,"Chesler, Naomi C.",author_NA
1449," Barabino, Gilda",author_NA
1450," Bhatia, Sangeeta N.",author_NA
1451," Richards-kortum, Rebecca",author_NA
1452,"Makarova, Elena",author_NA
1453," Aeschlimann, Belinda",author_NA
1454," Herzog, Walter",author_NA
1455,"Ifcher, John",author_NA
1456," Zarghamee, Homa",author_NA
1457,"Beutel, Ann M.",author_NA
1458," Burge, Stephanie W.",author_NA
1459," Borden, B. Ann",author_NA
1460,"Xu, Yonghong",author_NA
1461," Martin, Cynthia",author_NA
1462,"Su, Xuhong",author_NA
1463," Johnson, Japera",author_NA
1464," Bozeman, Barry",author_NA
1465,"Walker, Melanie",author_NA
1466,"Kniola, David",author_NA
1467," Chang, Mido",author_NA
1468," Olsen, Deborah",author_NA
1469,"Ceglie, Robert J.",author_NA
1470," Settlage, John",author_NA
1471,"Bergeron, Liz",author_NA
1472," Gordon, Melissa",author_NA
1473,"Pasha-Zaidi, Nausheen",author_NA
1474," Afari, Ernest",author_NA
1475,"Pelch, Michael",author_NA
1476,"Rainey, Katherine",author_NA
1477," Dancy, Melissa",author_NA
1478,"Talley, Kimberly G.",author_NA
